Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9043,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18
9044,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07
9045,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.33,0.15,0.15
9046,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04
9047,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.39,0.41,0.1,0.16
9048,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.19,0.06,0,0.03
9049,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.02,0,0
9050,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08
9051,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04
9052,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08
9053,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0,0.02
9054,Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0
9055,Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.01
9056,Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.53,0.14,0,0.02
9057,Naruto: Clash of Ninja (JP sales),GC,2003,Fighting,Tomy Corporation,0,0,0.21,0.01
9058,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03
9059,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.45,0.46,0,0.11
9060,Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03
9061,Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0,0,0.43,0.01
9062,Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,0.32,0.01
9063,Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0
9064,Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0,0,0.23,0
9065,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03
9066,Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0
9067,Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games,0.31,0,0,0
9068,Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0,0,0.03
9069,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02
9070,Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01
9071,Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.02,0,0.03
9072,Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0,0.07
9073,Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.5,0.02,0,0.08
9074,Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0,0,0.32,0
9075,Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08
9076,Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06
9077,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari,0,0,0.36,0
9078,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,0.26,0,0,0
9079,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0,0,0.06,0
9080,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01
9081,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16
9082,Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07
9083,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0,0,0.05,0
9084,NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0,0,0.01
9085,NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0,0.09
9086,NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0,0.01
9087,NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01
9088,NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0
9089,NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02
9090,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03
9091,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03
9092,NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0,0.07
9093,NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02
9094,NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0,0,0.02
9095,NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0,0,0.01
9096,NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0,0,0.01
9097,NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02
9098,NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1
9099,NASCAR 2000,N64,1999,Racing,Electronic Arts,0.49,0.03,0,0
9100,NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0,0.05
9101,NASCAR 2001,PS2,2000,Racing,Electronic Arts,0.34,0.27,0,0.09
9102,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18
9103,NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,0.34,0.1,0,0.02
9104,NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0,0
9105,NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0,0,0.02
9106,NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0,0,0.02
9107,NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0,0,0.01
9108,NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04
9109,NASCAR 99,PS,1998,Racing,Electronic Arts,1.45,0.04,0,0.04
9110,NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01
9111,NASCAR Heat,PS,2000,Racing,Hasbro Interactive,0.22,0.15,0,0.03
9112,NASCAR Heat 2002,PS2,2001,Racing,Infogrames,0.29,0.23,0,0.08
9113,NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0,0.01
9114,NASCAR Heat 2002,GBA,2002,Racing,Infogrames,0.12,0.04,0,0
9115,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01
9116,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0
9117,NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03
9118,NASCAR Racing,PS,1996,Racing,Pioneer LDC,0.23,0.16,0,0.03
9119,NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.31,0.21,0,0.04
9120,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01
9121,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01
9122,NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0,0.15
9123,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03
9124,NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,0.25,0.07,0,0.01
9125,NASCAR Thunder 2003,PS2,N/A,Racing,Unknown,0.6,0.46,0,0.16
9126,NASCAR Thunder 2003,GC,2002,Racing,Electronic Arts,0.24,0.06,0,0.01
9127,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0,0.01
9128,NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0,0.14
9129,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01
9130,NASCAR Unleashed,Wii,2011,Racing,Activision,0.18,0,0,0.01
9131,NASCAR Unleashed,3DS,2011,Racing,Activision,0.18,0,0,0.01
9132,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01
9133,NASCAR Unleashed,PS3,2011,Racing,Activision,0.09,0,0,0.01
9134,NASCAR: Dirt to Daytona,PS2,N/A,Racing,Unknown,0.28,0.22,0,0.07
9135,NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.07,0.02,0,0
9136,Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0,0.02,0,0
9137,NatGeo Challenge! Wild Life,PS3,2010,Misc,Black Bean Games,0.05,0.03,0,0.01
9138,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.04,0,0,0
9139,NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0,0.02,0,0
9140,National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,0.08,0.02,0,0.01
9141,National Geographic Challenge!,X360,N/A,Misc,Unknown,0.06,0,0,0
9142,National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01
9143,National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft,0,0,0.01,0
9144,National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0,0,0
9145,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0
9146,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0
9147,Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0,0,0.02,0
9148,Natsuzora no Monologue,PSP,2013,Adventure,Otomate,0,0,0.01,0
9149,Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01
9150,Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.02,0.03,0.01
9151,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01
9152,Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07
9153,Naughty Bear,X360,2010,Action,505 Games,0.21,0.16,0,0.04
9154,Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02
9155,Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01
9156,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01
9157,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0,0,0.01,0
9158,Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0
9159,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0,0,0.05,0
9160,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0
9161,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02
9162,NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07
9163,NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02
9164,NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0,0.01,0.02
9165,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02
9166,NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0
9167,NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01
9168,NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02
9169,NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0,0,0
9170,NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.16,0,0,0.01
9171,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02
9172,NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01
9173,NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01
9174,NBA 2K,DC,1999,Sports,Sega,0,0,0.05,0
9175,NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08
9176,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07
9177,NBA 2K10,PS2,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.05
9178,NBA 2K10,Wii,2009,Sports,Take-Two Interactive,0.36,0,0,0.03
9179,NBA 2K10,PSP,2009,Sports,Take-Two Interactive,0.3,0,0,0.03
9180,NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13
9181,NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.21,0.03,0.16
9182,NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.47,0.01,0,0.03
9183,NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0,0,0.03
9184,NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.34,0.01,0,0.06
9185,NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01
9186,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16
9187,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18
9188,NBA 2K12,Wii,2011,Sports,Take-Two Interactive,0.3,0.03,0,0.02
9189,NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0,0.03
9190,NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0,0.02
9191,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19
9192,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27
9193,NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.39,0.03,0,0.03
9194,NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0,0.01
9195,NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0
9196,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0,0.17
9197,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25
9198,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12
9199,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.06
9200,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37
9201,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,0.15
9202,NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15
9203,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22
9204,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69
9205,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0,0.24
9206,NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.77,0.1,0,0.1
9207,NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13
9208,NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.02,0.06,0,0.01
9209,NBA 2K17,PS4,2016,Sports,Take-Two Interactive,0.83,0.14,0,0.22
9210,NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.54,0.04,0,0.07
9211,NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0,0,0.01
9212,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01
9213,NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15
9214,NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01
9215,NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0,0
9216,NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0,0.13
9217,NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0,0.01
9218,NBA 2K3,GC,2002,Sports,Sega,0.12,0.03,0,0
9219,NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11
9220,NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01
9221,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02
9222,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11
9223,NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0,0,0.04
9224,NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.04
9225,NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0
9226,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07
9227,NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08
9228,NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05
9229,NBA 2K9,X360,2008,Sports,Take-Two Interactive,1,0.16,0,0.11
9230,NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05
9231,NBA 2K9,PS2,2008,Sports,Take-Two Interactive,0.34,0.01,0,0.06
9232,NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21
9233,NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02
9234,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0,0,0.01
9235,NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0,0,0.01
9236,NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0,0.06
9237,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0
9238,NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0,0,0.01
9239,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0
9240,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0,0.01
9241,NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0,0
9242,NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0
9243,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0,0.02
9244,NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0,0.01
9245,NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02
9246,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01
9247,NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0,0,0
9248,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0,0
9249,NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0
9250,NBA Inside Drive 2002,XB,2002,Sports,Microsoft Game Studios,0.28,0.08,0,0.01
9251,NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0,0.01
9252,NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0,0.01
9253,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05
9254,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03
9255,NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0,0.03
9256,NBA Jam,PS2,2003,Sports,Acclaim Entertainment,0.2,0.16,0,0.05
9257,NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.1,0,0.03
9258,NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0,0.06
9259,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0
9260,NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0
9261,NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0,0
9262,NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,0.25,0.02,0,0
9263,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01
9264,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0,0.03
9265,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,0.87,0.12,0,0.02
9266,NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02
9267,NBA Live 06,XB,2005,Sports,Electronic Arts,0.57,0.04,0,0.03
9268,NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03
9269,NBA Live 06,GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01
9270,NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02
9271,NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0,0.05
9272,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.35,0.05,0,0.02
9273,NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17
9274,NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0,0.04
9275,NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0,0,0.04
9276,NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0
9277,NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1
9278,NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05
9279,NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04
9280,NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0,0,0.02
9281,NBA Live 08,Wii,2007,Sports,Electronic Arts,0.17,0,0,0.02
9282,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0,0.07
9283,NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0,0.02,0.04
9284,NBA Live 09,PS2,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.05
9285,NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06
9286,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02
9287,NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.03,0.01,0.05
9288,NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0,0.03
9289,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0,0.01,0.02
9290,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0,0.03
9291,NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.01
9292,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04
9293,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02
9294,NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0,0.03
9295,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0,0.01
9296,NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03
9297,NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0,0
9298,NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0,0.08
9299,NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13
9300,NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24
9301,NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0,0.03
9302,NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.02
9303,NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22
9304,NBA Live 2003,XB,N/A,Sports,Electronic Arts,0.31,0.04,0,0.01
9305,NBA Live 2003,GC,N/A,Sports,Electronic Arts,0.23,0.06,0,0.01
9306,NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27
9307,NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0,0.02
9308,NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0,0.01
9309,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35
9310,NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04
9311,NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01
9312,NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02
9313,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07
9314,NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04
9315,NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0,0.03
9316,NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0,0
9317,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02
9318,NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03
9319,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02
9320,NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02
9321,NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0,0.01
9322,NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
9323,NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03
9324,NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04
9325,NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05
9326,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,0.31,0.21,0,0.04
9327,NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,0.23,0.02,0,0
9328,NBA Starting Five,PS2,N/A,Sports,Unknown,0.09,0.07,0,0.02
9329,NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0
9330,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38
9331,NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01
9332,NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0,0.04
9333,NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.02,0,0.02
9334,NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0,0.14
9335,NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0,0.01
9336,NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0,0.01
9337,NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06
9338,NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.62,0.04,0,0.02
