Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
2145,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01
2146,Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.01
2147,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0
2148,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0
2149,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02
2150,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0.01
2151,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0,0.04,0,0
2152,Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0,0.02
2153,Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0
2154,Clannad,PSP,2008,Adventure,Prototype,0,0,0.04,0
2155,Clannad,PS3,2011,Adventure,Prototype,0,0,0.03,0
2156,Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0
2157,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,0.03,0
2158,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0,0,0.02,0
2159,Clash of Elementalists,DS,2010,Action,Level 5,0,0,0.47,0
2160,Clash of Elementalists,3DS,2013,Action,Unknown,0,0.03,0,0
2161,Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.09,0.16,0.01,0.06
2162,Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02
2163,Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01
2164,Classic Action: Devilish,DS,2005,Misc,505 Games,0.06,0,0,0
2165,Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.05,0
2166,Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.03,0
2167,Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01
2168,Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01
2169,Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01
2170,Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01
2171,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01
2172,Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo,0.1,0.04,0.2,0.01
2173,Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01
2174,Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01
2175,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0,0,1.39,0.03
2176,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02
2177,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01
2178,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01
2179,Classic Road,SNES,1993,Sports,Victor Interactive,0,0,0.11,0
2180,Classic Road,PS,1995,Sports,Victor Interactive,0,0,0.07,0
2181,Classic Word Games,DS,2009,Misc,Ubisoft,0.09,0.37,0,0.07
2182,ClayFighter 63 1/3,N64,1997,Fighting,Interplay,0.17,0.04,0,0
2183,Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0,0.04,0,0
2184,Clever Kids: Pirates,DS,2008,Misc,Midas Interactive Entertainment,0,0.03,0,0
2185,Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0,0.02
2186,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02
2187,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0
2188,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03
2189,Clock Tower 3,PS2,2002,Adventure,Capcom,0.1,0.08,0.12,0.03
2190,Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01
2191,Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01
2192,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0,0,0.02,0
2193,Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0
2194,Clockwork Empires,PC,N/A,Strategy,Unknown,0,0.03,0,0
2195,Clockwork Knight,SAT,1994,Platform,Sega,0,0,0.09,0
2196,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01
2197,Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0,0.02
2198,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.11,0,0,0.01
2199,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.01
2200,Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0.01,0,0.01
2201,Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft,0.07,0,0,0.01
2202,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0,0,0.02,0
2203,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0
2204,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02
2205,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3
2206,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,0.4,0.22,0,0.06
2207,Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.56,0.33,0,0.08
2208,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35
2209,Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,Unknown,0.02,0,0,0
2210,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01
2211,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0,0,0
2212,Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,0.04,0,0,0
2213,Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0,0,0
2214,Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0,0,0.03,0
2215,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0,0,0.07,0
2216,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0,0,0.06,0
2217,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0
2218,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0
2219,Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0,0,0.01
2220,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.02,0,0.01
2221,Code Lyoko: Quest for Infinity,PSP,2008,Action,Game Factory,0.03,0,0,0
2222,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02
2223,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01
2224,Code R,SAT,1998,Adventure,Quintet,0,0,0.02,0
2225,Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,0.09,0,0.03,0.03
2226,Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.18
2227,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01
2228,Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0
2229,Codename Tenka,PS,1997,Shooter,Psygnosis,0.05,0.03,0,0.01
2230,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.12,0.05,0,0
2231,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star,0.05,0.02,0,0
2232,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0,0.01
2233,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,0.04,0.01,0,0
2234,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0
2235,Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,0.02,0,0.01
2236,Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0,0.01,0,0
2237,Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0
2238,Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0,0.01
2239,Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0
2240,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0,0,0
2241,Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0
2242,Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01
2243,Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22
2244,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21
2245,Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0,0
2246,Colin McRae Rally 04,PC,2004,Racing,Codemasters,0,0.01,0,0
2247,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07
2248,Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0,0
2249,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0,0
2250,Colin McRae Rally 2005,PC,2004,Racing,Codemasters,0,0.01,0,0
2251,Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0,0,0.01,0
2252,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3
2253,Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0,0
2254,Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.01,0
2255,College Hoops 2K6,PS2,N/A,Sports,Unknown,0.12,0.1,0,0.03
2256,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01
2257,College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0
2258,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02
2259,College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0,0,0.01
2260,College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive,0.17,0.13,0,0.04
2261,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0,0,0.01
2262,College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0,0,0.01
2263,College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01
2264,Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03
2265,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01
2266,Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0,0.02
2267,Color Cross,DS,2008,Misc,Rising Star Games,0.04,0,0,0
2268,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01
2269,Combat,2600,N/A,Action,Atari,1.17,0.07,0,0.01
2270,Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,0.03,0.02,0,0.01
2271,Combat Elite: WWII Paratroopers,XB,N/A,Shooter,Unknown,0.02,0.01,0,0
2272,Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0
2273,Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,0.03,0,0.01
2274,Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03
2275,Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive,0.02,0,0,0
2276,Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0
2277,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,0.24,0.02
2278,Command & Conquer,PS,1996,Strategy,Virgin Interactive,0.22,0.15,0,0.03
2279,Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0,0
2280,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,0.02,0,0
2281,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02
2282,Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0
2283,Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.05,0,0.03
2284,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0,0.06,0,0.01
2285,Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0,0.01,0,0
2286,Command & Conquer Collection,PC,2003,Strategy,Electronic Arts,0.01,0,0,0
2287,Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0,0.01,0,0
2288,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14
2289,Command & Conquer: Red Alert,PS,1997,Strategy,Virgin Interactive,0.23,0.16,0,0.03
2290,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.32,0.02,0,0
2291,Command & Conquer: Red Alert 3,PC,2008,Strategy,Electronic Arts,0.01,0.64,0,0.02
2292,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,0.18,0.23,0,0.05
2293,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,Electronic Arts,0.14,0.17,0,0.06
2294,Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,Virgin Interactive,0.39,0.27,0,0.05
2295,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0
2296,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55,0,0,0
2297,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0.01
2298,Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03
2299,Commando,2600,1987,Action,Activision,0.44,0.02,0,0
2300,Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,0.02,0,0,0
2301,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02
2302,Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0,0
2303,Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0,0.02,0,0
2304,Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01
2305,Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,0.02,0,0,0
2306,Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01
2307,Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.05
2308,Company of Heroes: Anthology,PC,2009,Strategy,THQ,0,0.15,0,0.04
2309,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01
2310,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01
2311,Conan,PS3,2007,Action,THQ,0.13,0.15,0,0.06
2312,Conan,X360,2007,Action,THQ,0.16,0.02,0,0.02
2313,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.13,0,0.04,0.02
2314,Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01
2315,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0,0,0.08,0
2316,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0,0.06
2317,Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0,0.07
2318,Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.03,0,0.03
2319,Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01
2320,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03
2321,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.02
2322,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03
2323,Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0
2324,Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,0.98,0.53,0,0.06
2325,Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0,0.02
2326,Conflict: Desert Storm,GC,2003,Shooter,SCi,0.06,0.02,0,0
2327,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0,0.1
2328,Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,SCi,0.21,0.06,0,0.01
2329,Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0,0
2330,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02
2331,Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0,0
2332,Conflict: Vietnam,PS2,2004,Shooter,SCi,0.26,0.2,0,0.07
2333,Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0,0.01
2334,Congo Bongo,2600,1982,Action,Sega,0.37,0.02,0,0
2335,Conker: Live And Reloaded,XB,2005,Adventure,Microsoft Game Studios,0.49,0.2,0,0.02
2336,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0,0.02
2337,Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,0.19,0.07,0,0
2338,Constantine,PS2,2005,Action,SCi,0.05,0.04,0,0.01
2339,Constantine,XB,2005,Action,SCi,0.04,0.01,0,0
2340,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0,0.03,0.01
2341,Contender 2,PS,2000,Fighting,3DO,0.31,0.21,0,0.04
2342,Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02
2343,Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment,0.08,0.03,0,0
2344,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0
2345,Contra: Legacy of War,PS,1996,Shooter,Konami Digital Entertainment,0.37,0.25,0,0.04
2346,Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0,0.07
2347,Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0
2348,Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0,0,0
2349,Cookie & Cream,DS,2007,Platform,505 Games,0.01,0,0,0
2350,Cooking Mama,DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58
2351,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.61,1.5,0.1,0.39
2352,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.83,0.66,0.08,0.18
2353,Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0,0.04
2354,Cooking Mama 5: Bon Appetit!,3DS,2013,Simulation,Office Create,0,0,0.03,0
2355,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3
2356,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0,0,0.03,0
2357,Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.28,0.01,0.08
2358,Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03
2359,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08
2360,Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,0.23,0.16,0,0.03
2361,Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,0.16,0.13,0,0.04
2362,Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,0.46,0.1,0.1
2363,Cool Boarders 4,PS,1998,Sports,989 Studios,0.65,0.44,0,0.08
2364,Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0,0.01
2365,Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0
2366,Coraline,DS,2009,Action,D3Publisher,0.04,0,0,0
2367,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0,0.01,0,0
2368,Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,0,0,0.05,0
2369,Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5pb,0,0,0.04,0
2370,Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.11,0.03,0.06,0.05
2371,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0
2372,Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0,0.17
2373,Corvette,GBA,2003,Racing,TDK Mediactive,0.2,0.07,0,0.01
2374,Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0,0.01
2375,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0,0,0.01
2376,Cory in the House,DS,2007,Action,Disney Interactive Studios,0.11,0,0,0.01
2377,Cosmetic Paradise: Make no Kiseki,DS,2008,Misc,Global A Entertainment,0,0,0.01,0
2378,Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01
2379,Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0,0,0.01
2380,Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,0.06,0,0,0
2381,Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,0.02,0,0
2382,Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0,0
2383,Countdown: The Game,DS,2009,Puzzle,Mindscape,0,0.14,0,0.01
2384,Countdown: The Game,Wii,2009,Puzzle,Mindscape,0,0.05,0,0
2385,Counter Force,Wii,2007,Shooter,505 Games,0.04,0,0,0
2386,Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,0.85,0.23,0,0.04
2387,Counter-Strike: Source,PC,2004,Shooter,Vivendi Games,0,0.07,0,0.02
2388,Country Dance,Wii,2011,Misc,Funbox Media,0.59,0.04,0,0.04
2389,Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.44,0,0,0.03
2390,Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0,0,0.01
2391,Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0,0.01
2392,Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0,0,0.01,0
2393,Covert Ops: Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0,0.02
2394,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.54,0.03,0.18
2395,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1
2396,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.06,0.16,0,0.03
2397,Crafting Mama,DS,2010,Simulation,505 Games,0.4,0.21,0.01,0.05
2398,Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0,0,0.01
2399,Crash & Spyro Superpack,GBA,2005,Platform,Vivendi Games,0.13,0.05,0,0
2400,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3
2401,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31
2402,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0,0.07
2403,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28
2404,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0,0.01
2405,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0,0.08
2406,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82
2407,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,0.59,0.57,0,0.07
2408,Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.46,0.12,0,0.02
2409,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17
2410,Crash Boom Bang!,DS,2006,Misc,Vivendi Games,0.07,0.01,0,0.01
2411,Crash City Mayhem,GBA,2004,Racing,THQ,0.67,0.25,0,0.02
2412,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03
2413,Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.07,0.02,0,0
2414,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2
2415,Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,0.33,0.12,0,0.01
2416,Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0,0.01
2417,Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0,0.01
2418,Crash of the Titans,PSP,2007,Action,Vivendi Games,0.25,0.25,0,0.15
2419,Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0,0.04
2420,Crash of the Titans,Wii,2007,Action,Vivendi Games,0.4,0.03,0,0.04
2421,Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0,0.06
2422,Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0,0.03
2423,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0
2424,Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0,0.07
2425,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.06,0,0.04
2426,Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.12,0.03,0,0
2427,Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0
2428,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21
2429,Crash Time: Autobahn Pusuit,X360,2008,Racing,RTL,0.03,0,0,0
2430,Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0,0.06
2431,Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.21,0,0.05
2432,Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.36,0.06,0,0.03
2433,Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.22,0,0.12
2434,Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.39,0,0,0.03
2435,Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08
2436,Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01
2437,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0,0,0.01
